House Name,Price,Room Type,Area,Price per m2,Sun Direction,Floor Level,Furnishing,Review,Year Built,Lift,Property Quality,Residence Type,Building Structure,Building Type,Leasing Date
燕西台精装联排 无错层 带电梯 百平椛园 双车位 稳定出售,2950,3室2厅5卫,323.33,91238,南,底层,精装修,7.1,2008,独栋,平层,,2023-06-16,101574\n元/平米,↑16.9%
森林覆盖率95%闵庄路（双拼别墅）香山清琴麓院五环内安静宜居,3999,4室3厅4卫,356.3,112237,南,底层,精装修,7.8,2008,独栋,平层,,,2023-06-03,152843\n元/平米
书院单价低！来电知底价，保养好，双套房设计。同看 万城华府,5400,3室2厅3卫,240.27,224747,南北,低层,豪华装修,8.0,2015,有,个人产权,普通住宅,平层,砖楼,2023-06-11
丹青府 3室2厅2卫 客厅带阳台 客厅朝南,1230,3室2厅2卫,140.42,87594,南北,低层,精装修,7.0,2009,无,商品房,普通住宅,平层,板楼,2023-07-01
（海淀新房）中海汇德里 精装四居下跃户型  地铁永丰站,1400,4室2厅2卫,125,112000,南北,底层,中装修,6.8,2022,有,个人产权,普通住宅,跃层,钢混,2023-06-29
（2021年新装修）万泉新新3居，业主近期必须卖掉，价格可议,2850,3室2厅2卫,172.16,165544,南北,中层,精装修,7.0,2003,有,商品房,普通住宅,平层,板楼,2023-06-12
中海汇德里 海淀区精装三居室 下跃户型 高性价比房源,1100,3室2厅2卫,99,111111,南北,底层,中装修,6.8,2022,有,个人产权,普通住宅,跃层,钢混,2023-06-29
世纪金源国际公寓大4居有车位落地窗满五年经典户型,1950,4室2厅2卫,206,94660,南北,高层,精装修,6.9,2002,有,商品房,2023-05-26,80155\n元/平米,↑0.85%,暂无资料
闵庄路，西山别墅，御墅临枫，精装修南花园，三山五园,4360,5室2厅5卫,385.5,113100,东,底层,精装修,8.0,,联排,平层,,2023-06-18,110702\n元/平米,↓4.21%
燕西台，小区南排，大联排一层可以做卧室，挑空户型,3600,4室3厅4卫,385.27,93441,东,底层,精装修,7.1,2008,独栋,平层,2023-04-25,101574\n元/平米,↑16.9%,↓0.29%
颐和金茂府，精装修科技住宅，新现房，即买即住，,3000,4室2厅3卫,210,142857,南北,高层,豪华装修,5.9,无,个人产权,普通住宅,平层,板楼,2023-06-21,140993\n元/平米
水利新宿舍 2室2厅2卫 品质小区 格局方正,1668,2室2厅2卫,139.03,119974,东南,中层,精装修,5.8,2008,无,经济适用房,普通住宅,平层,板楼,2023-06-26
世纪城三期晴波园 5室2厅2卫 客厅朝南 品质小区,3500,5室2厅2卫,238.99,146450,南北,低层,精装修,6.7,2004,无,商品房,普通住宅,平层,板楼,2023-06-16
总价低，实用性强，晴雪园南北通透四居室  南临27公顷绿化带,2650,4室2厅2卫,205,129268,南北,低层,简装修,6.8,2005,有,个人产权,普通住宅,平层,板楼,2023-07-02
国悦府 3室2厅4卫 带车库 品质小区,2610,3室2厅4卫,261.41,99843,东,高层,精装修,8.3,2011,无,商品房,普通住宅,平层,板楼,2023-06-17
海淀新房  幸福里 下跃户型 交通便利 配套成熟,1240,4室2厅2卫,125,99200,南北,底层,精装修,6.8,2022,有,个人产权,普通住宅,跃层,钢混,2023-06-29
出售 兰德华庭 3室 南北向 精装修,1336,3室2厅2卫,143,93427,南北,低层,精装修,7.0,2005,有,商品房,普通住宅,平层,板楼,2023-06-29
香山清琴山庄，精装临水独栋，可加电梯，可以拎包入住。,11500,7室3厅3卫,743.58,154657,南,底层,精装修,7.8,2008,独栋,平层,2023-06-16,152843\n元/平米,↑9.25%,↓2.51%
海淀中海富华里开售，免。单价8.5万，99至140平精装,1110,4室2厅2卫,140,79286,南北,中层,精装修,6.8,2022,有,个人产权,普通住宅,平层,钢混,2023-06-29
西二环三居室，主语城，主语家园，次顶层稳定出售,3600,3室2厅2卫,228,157895,南北,中层,精装修,6.6,有,个人产权,普通住宅,平层,板楼,2023-06-10,143046\n元/平米
出售 世纪城晴波园 5室 南北 精装修,3480,5室2厅2卫,225,154667,南北,中层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-04-18
碧森里 不临街 小区中心位置 户型方正 看房随时,1210,3室2厅2卫,132,91667,南北,低层,精装修,7.2,2004,无,商品房,普通住宅,平层,板楼,2023-04-28
出售 紫金长安 2室 东 简装修,1420,2室2厅1卫,104.58,135781,东,顶层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-06-23
"地铁,带车位配套设施齐全,性价比127平远大园一区",1690,2室2厅2卫,127,133071,南北,高层,精装修,6.8,2002,有,商品房,2023-05-02,122332\n元/平米,↑8.77%,↓1.12%
（我是维护人）万泉官邸5室，面宽18.4米，一梯一户，有车储,5580,5室2厅3卫,311.96,178869,南北,中层,精装修,7.0,2002,有,商品房,普通住宅,平层,板楼,2023-06-29
新出丨诸子阶双拼，花园120平，无错层格局，好按电梯,6000,4室2厅3卫,409,146699,西,底层,精装修,8.4,,双拼,平层,1,,2023-07-04,137865\n元/平米
燕西台别墅 精装4室3卫 室内电梯 看房方便 稳定签约,2800,4室3厅3卫,322.12,86924,南,底层,精装修,7.1,2008,独栋,平层,,2023-06-16,101574\n元/平米,↑16.9%
媲美万城华府 同看万柳书院 三面采光 采光好 观花园本房必看,8940,4室2厅3卫,498,179518,南北,顶层,简装修,8.0,2017,有,个人产权,普通住宅,平层,板楼,2023-06-17
"地铁,带车位配套设施齐全,性价比127平远大园一区",1690,2室2厅2卫,127,133071,南北,高层,精装修,6.8,2002,有,商品房,2023-05-02,122332\n元/平米,↑8.77%,↓1.12%
香泉环岛，锦秋，特价房，2350万起，边户联排，详情来电咨询,2500,5室2厅5卫,329.26,75928,东,底层,豪华装修,7.9,,联排,挑高,1,,2023-06-17,94480\n元/平米
世纪城三期晴波园 5室2厅2卫 格局方正 两房朝南,3480,5室2厅2卫,225.32,154447,南北,中层,精装修,6.7,2004,无,商品房,普通住宅,平层,板楼,2023-04-20
香山清琴山庄，精装临水独栋，可加电梯，可以拎包入住。,11500,7室3厅3卫,743.58,154657,南,底层,精装修,7.8,2008,独栋,平层,2023-06-16,152843\n元/平米,↑9.25%,↓2.51%
急售 1167万  定慧寺 西钓鱼台嘉园 精装修 仅契税,1167.2,3室2厅1卫,150.71,77447,南北,低层,精装修,6.9,有,个人产权,普通住宅,平层,板楼,2023-06-08,127296\n元/平米
新出丨诸子阶双拼，花园120平，无错层格局，好按电梯,6000,4室2厅3卫,409,146699,西,底层,精装修,8.4,,双拼,平层,1,,2023-07-04,137865\n元/平米
出售 兰德华庭 3室 南北向 精装修,1336,3室2厅2卫,143,93427,南北,低层,精装修,7.0,2005,有,商品房,普通住宅,平层,板楼,2023-06-29
新出 海淀上庄 临街旺铺 业主急需用钱 可个人购买 可小刀,140,2室1厅1卫,30,46667,南北,底层,精装修,6.2,有,个人产权,商业办公类,平层,板楼,2023-06-26,54123\n元/平米
万柳西山五棵松世纪城远大园一区 园区中心南北三居临地铁车位,1950,3室2厅2卫,152.4,127953,南北,底层,精装修,6.8,2002,有,商品房,2023-05-05,122332\n元/平米,↑8.77%,↓1.12%
燕西台别墅 精装4室3卫 室内电梯 看房方便 稳定签约,2800,4室3厅3卫,322.12,86924,南,底层,精装修,7.1,2008,独栋,平层,,2023-06-16,101574\n元/平米,↑16.9%
普惠北里8号楼 79.18平2居 东南向简装修 安静不临街,980,2室1厅1卫,79.18,123769,南北,高层,简装修,6.8,2008,有,个人产权,普通住宅,平层,板楼,2023-06-28
着急出售 普惠南里 62.5平2居 南北向简装修 看房方便,709,2室1厅1卫,62.5,113440,南北,底层,简装修,5.7,1990,有,个人产权,普通住宅,平层,板楼,2023-06-28
缘溪堂 3室2厅5卫 格局方正 品质小区,4300,3室2厅5卫,320,134375,南北,低层,精装修,6.9,2008,无,商品房,普通住宅,平层,板楼,2023-06-21
世纪城三期晴波园 5室2厅2卫 客厅朝南 品质小区,3500,5室2厅2卫,238.99,146450,南北,低层,精装修,6.7,2004,无,商品房,普通住宅,平层,板楼,2023-06-16
海淀新房，近北清路，高装标，轻奢风，华润打造，近地铁,1390,4室2厅2卫,145,95862,南北,底层,精装修,6.8,2022,有,个人产权,普通住宅,平层,板楼,2023-06-29
闵庄路，西山别墅，御墅临枫，精装修南花园，三山五园,4360,5室2厅5卫,385.5,113100,东,底层,精装修,8.0,,联排,平层,,2023-06-18,110702\n元/平米,↓4.21%
好房推荐！诚意售！中关村 380平 奢华大四居150平餐客厅,4500,4室2厅3卫,378,119048,东南,低层,精装修,7.9,无,个人产权,普通住宅,平层,板楼,2023-05-23,148706\n元/平米
总价低，实用性强，晴雪园南北通透四居室  南临27公顷绿化带,2650,4室2厅2卫,205,129268,南北,低层,简装修,6.8,2005,有,个人产权,普通住宅,平层,板楼,2023-07-02
联排东边户，花园150平，下沉庭院，地下影音室，,3450,4室2厅5卫,307,112378,东,底层,精装修,7.1,,联排,平层,2023-06-01,101574\n元/平米,↑16.9%,↓0.29%
万柳书院 海园（南北双花院 客厅挑空6米5）带车位,5130,4室3厅3卫,285.53,179666,南北,中层,精装修,8.3,2006,无,个人产权,普通住宅,砖楼,2023-07-01,176236\n元/平米
燕西台精装联排 无错层 带电梯 百平椛园 双车位 稳定出售,2950,3室2厅5卫,323.33,91238,南,底层,精装修,7.1,2008,独栋,平层,,2023-06-16,101574\n元/平米,↑16.9%
国悦府 3室2厅4卫 带车库 品质小区,2610,3室2厅4卫,261.41,99843,东,高层,精装修,8.3,2011,无,商品房,普通住宅,平层,板楼,2023-06-17
中海汇德里 海淀区精装三居室 下跃户型 高性价比房源,1100,3室2厅2卫,99,111111,南北,底层,中装修,6.8,2022,有,个人产权,普通住宅,跃层,钢混,2023-06-29
燕西台，小区南排，大联排一层可以做卧室，挑空户型,3600,4室3厅4卫,385.27,93441,东,底层,精装修,7.1,2008,独栋,平层,2023-04-25,101574\n元/平米,↑16.9%,↓0.29%
海淀豪华装修远大园五区明卫复式五居飘窗视野开阔,3350,5室3厅3卫,331.68,101001,南北,中层,豪华装修,6.7,2000,有,商品房,2023-06-28,123184\n元/平米,↑1.61%,↓0.55%
水利新宿舍 2室2厅2卫 品质小区 格局方正,1668,2室2厅2卫,139.03,119974,东南,中层,精装修,5.8,2008,无,经济适用房,普通住宅,平层,板楼,2023-06-26
碧森里 不临街 小区中心位置 户型方正 看房随时,1210,3室2厅2卫,132,91667,南北,低层,精装修,7.2,2004,无,商品房,普通住宅,平层,板楼,2023-04-28
西二环三居室，主语城，主语家园，次顶层稳定出售,3600,3室2厅2卫,228,157895,南北,中层,精装修,6.6,有,个人产权,普通住宅,平层,板楼,2023-06-10,143046\n元/平米
媲美万城华府 同看万柳书院 三面采光 采光好 观花园本房必看,8940,4室2厅3卫,498,179518,南北,顶层,简装修,8.0,2017,有,个人产权,普通住宅,平层,板楼,2023-06-17
颐和金茂府，精装修科技住宅，新现房，即买即住，,3000,4室2厅3卫,210,142857,南北,高层,豪华装修,5.9,无,个人产权,普通住宅,平层,板楼,2023-06-21,140993\n元/平米
三居带独立保姆间！南北通透，2016年的房，70平大客厅,5980,3室2厅3卫,240.27,248887,南北,低层,豪华装修,8.0,2016,有,个人产权,公寓,平层,板楼,2023-06-10
二环海淀难得的南北4居，带独立保姆间，保养新拎包住,5199,4室2厅5卫,325.65,159650,南北,高层,豪华装修,8.2,2009,有,个人产权,普通住宅,平层,板楼,2023-06-11
随时可看！钓鱼台7号院景观房！边户三面采光！独梯独户！带阳台,6900,3室2厅3卫,359.74,191805,南北,高层,精装修,8.2,2015,有,个人产权,普通住宅,平层,板楼,2023-06-20
急售价格可谈+园区中心位置13号楼+次顶层+地下储物间和车位,1469,暂无,107.83,136233,南北,高层,精装修,7.0,2000,无,个人产权,普通住宅,平层,板楼,2023-05-20
江南园林 270度观景三居室 次顶层 明厨明卫 直观南北广场,1510,3室2厅2卫,142.73,105794,西南,高层,精装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-06-28
四季青！客厅双卧南四居室！客厅面宽6米！直观园区绿化！,1880,3室2厅2卫,154,122078,南北,低层,精装修,7.0,2001,有,个人产权,普通住宅,平层,板楼,2023-05-18
选大平层，四季青这片无竞品，客厅三卧室朝南，3明卫，一层一户,3500,4室2厅2卫,313.57,111618,南北,中层,精装修,6.7,2007,有,商品房,普通住宅,平层,板楼,2023-04-28
品，就是要卖掉，眼丨睛户型三居室，带45平内置露苔，带双车库,2100,3室2厅2卫,152.69,137534,南北,高层,精装修,6.8,2006,有,商品房,普通住宅,平层,板楼,2023-07-03
诚意 可长租 地铁近 人车分流 今日家园 2室 东 精装修,899,2室2厅1卫,109.37,82198,东,低层,精装修,6.8,2022,有,商品房,普通住宅,平层,板楼,2023-06-15
09年楼盘！双明卫眼镜户型 必看观景房 人车分流 业主换房,2050,3室2厅2卫,166.15,123382,西北,中层,精装修,7.2,2008,有,商品房,普通住宅,平层,塔楼,2023-05-20
西四环 10年社区 南北通透两居室 大阳台 日式风格 不临街,970,2室1厅1卫,89.88,107922,南北,低层,精装修,7.2,2009,有,个人产权,普通住宅,平层,板楼,2023-06-20
南北通透两居室 中高层 采光视野好 人车分流 配套成熟,1108,暂无,106,104528,南北,高层,精装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-07-01
海淀 18年金玉府 全明格局两居室 客厅主卧室朝南 婚房装修,1160,2室2厅2卫,112.06,103516,西南,低层,豪华装修,8.3,2017,无,个人产权,普通住宅,平层,板楼,2023-06-25
出售 润千秋佳苑 3室 南北 精装修,1350,3室2厅2卫,130.04,103814,南北,底层,精装修,7.1,2007,有,商品房,普通住宅,平层,板楼,2023-04-30
南北通透大两居 户型方正 明卫 中间层 全天采光 不临街,1298,2室2厅2卫,122.9,105614,南北,中层,精装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-06-01
出售 富力桃园C区 4室 南北向 精装修,1620,4室2厅3卫,216.6,74792,南北,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-06-16
东升园 小户型南向一居 中间楼层，满两年 高原 业主,699,1室1厅1卫,47.39,147499,南北,中层,精装修,6.0,1998,无,个人产权,普通住宅,平层,板楼,2023-05-12
昆玉河畔，首套600万，绿化率47%，高，带游泳馆,1315,2室1厅1卫,125,105200,西南,高层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-05-11
长安街万寿路，2010年小区，三环边，南北通透，独立电梯,4000,4室2厅3卫,396.45,100895,南,中层,精装修,8.3,2010,有,个人产权,普通住宅,平层,板楼,2023-05-10
万柳锋尚 高层观景 双卧南 带书房 恒温恒湿  新风系统,2480,3室2厅2卫,141.95,174709,西南,顶层,精装修,8.0,2003,无,个人产权,普通住宅,平层,板楼,2023-06-14
颐源居、公主坟、东南3居、保养好、满五、方便看、眀厨,1300,2室1厅1卫,108.54,119772,东南,低层,精装修,6.9,2003,有,个人产权,普通住宅,平层,板楼,2023-06-03
新出 全明格局 正规一居室 落地窗设计 格局方正 无浪费,535,1室1厅1卫,60.36,88635,东北,中层,精装修,6.8,有,个人产权,普通住宅,平层,板楼,2023-05-13,87654\n元/平米
西三环中海开发 板楼复式五居 明厨明卫 60平米天台 双车位,2680,5室2厅2卫,278.87,96102,西南,顶层,简装修,6.6,2000,有,商品房,普通住宅,平层,板楼,2023-07-01
温馨社区！增光佳苑！西北向两居室！全新装修！！！,835,2室1厅1卫,71.54,116718,西北,低层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-25
海淀西四环 12年城中墅 南北通透平层大四居 明卫 一梯一户,2300,4室2厅3卫,223.2,103047,东,顶层,精装修,8.4,2013,独栋,平层,,,2023-06-01,102296\n元/平米
出售 五矿万科如园 4室 南北向 精装修,3388,4室3厅3卫,283.13,119662,南北,中层,精装修,8.2,2015,有,商品房,普通住宅,平层,砖楼,2023-06-10
出售 颐源居 2室 东南向 精装修,1299,2室1厅1卫,108.9,119284,东南,低层,精装修,6.9,2002,有,商品房,普通住宅,平层,板楼,2023-05-09
四季青！南北通透三居室！安静位置！双明卫！次顶层！随时,1950,暂无,138.26,141039,南北,高层,精装修,7.0,有,个人产权,普通住宅,平层,板楼,2023-05-25,127943\n元/平米
19XX可卖，21年全新装修，高层三居室，全明格局，带车位,2100,3室2厅2卫,171.22,122649,南北,高层,豪华装修,6.7,2009,有,商品房,普通住宅,平层,板楼,2023-06-08
西二环！国兴家园西北向！精装修三居室！ 安静不临街！,1763,3室1厅2卫,143.41,122934,西北,高层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-02
紫金二期庭院组团 不一样的98平两居 免装修入住 看房有钥匙,1620,2室2厅1卫,98,165306,东西,中层,精装修,7.0,2006,有,商品房,普通住宅,平层,板楼,2023-06-30
